callsign,lat,lon,website,logo
KTUU-TV,61.42223,-149.87444,http://www.ktuu.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/10173/tv
KSNV,36.00775,-115.00749,http://www.news3lv.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/10179/tv
WMSN-TV,43.05583,-89.53512,http://www.fox47.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/10221/tv
KOKI-TV,36.02677,-95.67943,http://www.fox23.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/11910/tv
KLRT-TV,34.79926,-92.49182,http://www.fox16.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/11951/tv
WTIC-TV,41.70371,-72.83204,http://www.foxct.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/147/tv
KTVM-TV,46.00743,-112.44252,http://www.ktvm.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/18066/tv
KCFW-TV,48.01328,-114.36624,http://www.kcfw.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/18079/tv
KQTV,39.76999,-94.7983,http://stjoechannel.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/20427/tv
KXVO,41.07111,-96.22557,http://www.cw15KXVO.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/23277/tv
KTVT,32.54347,-96.95917,http://dfw.cbslocal.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/23422/tv
KXGN-TV,47.04418,-104.68176,http://www.kxgn.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/24287/tv
KWTV-DT,35.59783,-97.48976,http://www.news9.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/25382/tv
KPIX-TV,37.75521,-122.45275,http://www.kpix.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/25452/tv
KTXS-TV,32.41346,-100.10732,http://www.ktxs.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/308/tv
KCRA-TV,38.26491,-121.49106,http://www.kcra.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/33875/tv
KOKH-TV,35.5495,-97.48865,http://www.okcfox.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/35388/tv
KFXO-CD,44.07762,-121.33142,http://www.ktvz.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/35464/tv
KVVU-TV,36.0072,-115.00694,http://fox5vegas.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/35870/tv
KXLF-TV,46.00743,-112.44252,http://www.kxlf.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/35959/tv
KERO-TV,35.45385,-118.59453,http://turnto23.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/40878/tv
WXLV-TV,35.86764,-79.82364,http://www.abc45.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/414/tv
KUMV-TV,48.13391,-103.86048,http://www.kumv.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/41429/tv
KQCD-TV,46.94807,-102.99073,http://www.kqcd.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/41430/tv
KHAW-TV,19.71057,-155.1314,http://www.KHON2.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/4146/tv
WDHN,31.24045,-85.31188,http://dothanfirst.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/43846/tv
WMGT-TV,32.75347,-83.56268,http://www.41nbc.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/43847/tv
KHMT,45.73996,-108.13901,http://yourbigsky.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/47670/tv
KBIM-TV,33.05567,-103.82051,http://www.krqe.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/48556/tv
KREZ-TV,37.26278,-107.90068,http://www.krqe.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/48589/tv
KPRY-TV,44.05193,-100.08457,http://www.ksfy.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/48660/tv
KCBY-TV,43.39039,-124.13066,http://www.kcby.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/49750/tv
KVAL-TV,44.00179,-123.11592,http://www.kval.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/49766/tv
KECY-TV,33.05532,-114.82968,http://www.kyma.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/51208/tv
WTXF-TV,40.04067,-75.23824,http://www.fox29.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/51568/tv
KRDO-TV,38.74588,-104.86086,http://www.krdo.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/52579/tv
KIEM-TV,40.73041,-123.95311,http://kiem-tv.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/53382/tv
KOAT-TV,35.21477,-106.45086,http://www.koat.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/53928/tv
KXMA-TV,46.7264,-102.91629,http://www.kxnet.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/55684/tv
WUTR,43.14535,-75.17572,http://cnyhomepage.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/57837/tv
KOAA-TV,38.74499,-104.86136,http://www.koaa.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/59014/tv
KSHB-TV,38.97834,-94.53384,http://www.kshb.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/59444/tv
KEYT-TV,34.52555,-119.95875,http://www.keyt.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/60637/tv
KXLY-TV,47.92157,-117.11437,http://www.kxly.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/61978/tv
KCOY-TV,34.91026,-120.18793,http://www.kcoy.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/63165/tv
WFXT,42.30288,-71.21811,http://boston25news.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/6463/tv
WJET-TV,42.04033,-80.06894,http://yourerie.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/65749/tv
KBSD-DT,37.64113,-100.34459,http://www.kwch.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/66414/tv
KBSL-DT,39.46944,-101.55572,http://www.kwch.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/66416/tv
WLMT,35.27592,-89.77731,http://localmemphis.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/68518/tv
KRHD-CD,30.75742,-96.46802,http://www.abc40.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/68538/tv
KOSA-TV,31.86401,-102.57848,http://www.cbs7.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/6865/tv
KMSP-TV,45.0583,-93.12439,http://www.myfox9.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/68883/tv
WVIR-TV,37.98403,-78.48112,http://www.nbc29.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/70309/tv
WTHI-TV,39.24337,-87.3853,http://www.wthitv.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/70655/tv
WBBH-TV,26.82323,-81.76469,http://www.nbc-2.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/71085/tv
WDIO-DT,46.78744,-92.12269,http://www.wdio.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/71338/tv
WGCL-TV,33.80733,-84.33937,http://www.cbs46.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/72120/tv
WTVO,42.28724,-89.17094,http://mystateline.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/72945/tv
WPGH-TV,40.49535,-80.0045,http://www.wpgh53.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/73875/tv
KTNV-TV,35.94581,-115.04388,http://www.KTNV.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/74100/tv
WTOV-TV,40.34257,-80.62035,http://www.wtov9.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/74122/tv
WOI-DT,41.80915,-93.61494,http://www.myabc5.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/8661/tv
WOTV,42.57087,-85.46862,http://www.wotv4women.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/10212/tv
KUCW,40.65911,-112.20356,http://www.good4utah.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/1136/tv
KBMT,30.00188,-94.09379,http://www.12newsnow.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/168236/tv
WWHO,39.58895,-83.11213,http://www.cwcolumbus.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/21158/tv
KWNB-TV,40.62556,-101.0296,http://www.nebraska.tv,https://publicfiles.fcc.gov/api/manager/download/entity/logo/21162/tv
KRIS-TV,27.74169,-97.60277,http://www.kristv.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/25559/tv
WWTV,44.13668,-85.34255,http://www.9and10news.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/26994/tv
KFTA-TV,35.71008,-94.1377,http://nwahomepage.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/29560/tv
KFOX-TV,31.81538,-106.48943,http://www.kfoxtv.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/33716/tv
KOTV-DT,36.02093,-95.67581,http://www.newson6.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/35434/tv
KXLT-TV,43.64274,-92.52656,http://www.myfox47.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/35906/tv
WRTV,39.89907,-86.20102,http://theindychannel.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/40877/tv
KFYR-TV,46.60555,-100.80652,http://www.kfyrtv.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/41427/tv
KPLO-TV,43.90749,-99.6965,http://www.keloland.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/41964/tv
KLAX-TV,31.56517,-92.55014,http://www.klax-tv.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/52907/tv
WXII-TV,36.37542,-80.37367,http://www.triad20.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/53921/tv
WNOL-TV,29.94993,-89.95785,http://www.nola38.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/54280/tv
KEPR-TV,46.09736,-119.19251,http://www.keprtv.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/56029/tv
KDSM-TV,41.82999,-93.61522,http://www.kdsm17.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/56527/tv
KOAM-TV,37.22089,-94.70718,http://www.koamtv.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/58552/tv
KIDY,31.58932,-100.51704,http://www.myfoxzone.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/58560/tv
KOLO-TV,39.31352,-119.88436,http://www.kolotv.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/63331/tv
WISC-TV,43.05583,-89.53512,http://channel3000.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/65143/tv
KCWY-DT,42.74358,-106.30725,http://www.kcwy13.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/68713/tv
KTVX,40.65911,-112.20356,http://www.good4utah.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/68889/tv
WCCU,40.31281,-87.9167,http://www.foxillinois.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/69544/tv
WVLA-TV,30.32631,-91.27678,http://www.brproud.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/70021/tv
WFTX-TV,26.79534,-81.80119,http://www.fox4now.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/70649/tv
WBRE-TV,41.18286,-75.87353,http://pahomepage.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/71225/tv
KSCW-DT,38.06046,-97.7638,http://www.kansascw.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/72348/tv
WJZY,35.36236,-81.15508,http://fox46charlotte.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/73152/tv
WKBT-DT,44.0911,-91.33807,http://www.news8000.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/74424/tv
KQCW-DT,35.75232,-95.80443,http://www.tulsacw.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/78322/tv
KRCR-TV,40.60265,-122.65113,http://www.krcrtv.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/8291/tv
WCBD-TV,32.94017,-79.69563,http://www.counton2.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/10587/tv
WPMI-TV,30.6113,-87.60721,http://www.local15tv.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/11906/tv
WATN-TV,35.27592,-89.77731,http://localmemphis.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/11907/tv
WFOX-TV,30.28132,-81.56987,http://www.fox30jax.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/11909/tv
KVEO-TV,26.10063,-97.83916,http://www.rgvproud.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/12523/tv
WNTZ-TV,31.66906,-91.69179,http://www.cenlanow.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/16539/tv
KRBK,37.81948,-92.74796,http://www.ozarksfirst.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/166319/tv
WINK-TV,26.80062,-81.76314,http://www.winknews.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/22093/tv
KYW-TV,40.04261,-75.24212,http://www.cbsphilly.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/25453/tv
KNWA-TV,36.41335,-93.95487,http://nwahomepage.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/29557/tv
KMVU-DT,42.29818,-122.7492,http://fox26medford.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/32958/tv
KGO-TV,37.75521,-122.45275,http://www.abc7news.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/34470/tv
KMTV-TV,41.30694,-96.02724,http://www.3NewsNow.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/35190/tv
KTBY,61.21917,-149.89221,http://youralaskalink.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/35655/tv
WSYT,42.88062,-76.19965,http://www.foxsyracuse.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/40758/tv
WALA-TV,30.68825,-87.79832,http://www.fox10tv.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/4143/tv
WVUE-DT,29.95409,-89.94951,http://www.fox8live.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/4149/tv
KDLO-TV,44.96552,-97.58981,http://www.keloland.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/41975/tv
KELO-TV,43.51859,-96.53504,http://www.keloland.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/41983/tv
KRXI-TV,39.31055,-119.88472,http://www.foxreno.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/48360/tv
WXIA-TV,33.75677,-84.33187,http://www.11alive.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/51163/tv
WQRF-TV,42.28724,-89.17094,http://mystateline.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/52408/tv
KLEW-TV,46.45738,-117.09988,http://www.klewtv.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/56032/tv
KIVI-TV,43.75572,-116.09928,http://www.kivitv.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/59255/tv
KNIN-TV,43.75489,-116.09873,http://www.fox9now.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/59363/tv
WMAR-TV,39.33483,-76.65052,http://www.abc2news.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/59442/tv
KRNV-DT,39.31551,-119.88593,http://www.mynews4.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/60307/tv
KSTS,37.4991,-121.87329,http://www.telemundo48.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/64987/tv
WCSC-TV,32.9249,-79.69897,http://www.live5news.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/71297/tv
WHNS,35.18234,-82.68207,http://www.foxcarolina.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/72300/tv
WSYR-TV,42.94507,-76.02381,http://www.localsyr.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/73113/tv
KXNW,36.41146,-93.95353,http://www.5newsonline.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/81593/tv
WMBF-TV,33.73073,-79.07532,http://www.wmbfnews.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/83969/tv
KNDO,46.5329,-120.5084,http://www.kndo.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/12395/tv
WCJB-TV,29.53664,-82.39983,http://wcjb.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/16993/tv
WSB-TV,33.76427,-84.36159,http://wsbtv.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/23960/tv
WFFT-TV,41.10921,-85.19497,http://wfft.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/25040/tv
KDKA-TV,40.49396,-80.01894,http://kdka.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/25454/tv
WSWG,31.17186,-83.36571,http://www.wswg.tv,https://publicfiles.fcc.gov/api/manager/download/entity/logo/28155/tv
KBZK,45.67327,-110.868,http://www.kbzk.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/33756/tv
KWGN-TV,39.73277,-105.2361,http://kdvr.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/35883/tv
KYTV,37.17394,-92.94131,http://www.ky3.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/36003/tv
WUCW,45.06219,-93.13939,http://thecwtc.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/36395/tv
WLTX,34.0971,-80.76397,http://www.wltx.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/37176/tv
WABG-TV,33.37318,-90.54037,http://wabg.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/43203/tv
WJTV,32.2407,-90.40426,http://www.wjtv.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/48667/tv
WAPT,32.2782,-90.29454,http://www.wapt.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/49712/tv
KMPH-TV,36.66717,-118.8801,http://kmph.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/51488/tv
WGRZ,42.71867,-78.5628,http://www.wgrz.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/64547/tv
WOAY-TV,37.95733,-81.15066,http://woay.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/66804/tv
WBOC-TV,38.50484,-75.64326,http://wboc.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/71218/tv
WGBX-TV,42.31038,-71.23617,http://wgbh.org,https://publicfiles.fcc.gov/api/manager/download/entity/logo/72098/tv
WKRG-TV,30.68908,-87.83027,http://wkrg.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/73187/tv
WMUR-TV,42.98369,-71.58979,http://WMUR.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/73292/tv
WFXB,34.18877,-79.1831,http://www.wfxb.com,https://publicfiles.fcc.gov/api/manager/download/entity/logo/9054/tv
WMBD-TV,40.63504,-89.53871,http://centralillinoisproud.com/,https://publicfiles.fcc.gov/api/manager/download/entity/logo/42121/tv
WTAP-TV,39.35007,-81.5654,http://www.thenewscenter.tv,https://publicfiles.fcc.gov/api/manager/download/entity/logo/4685/tv
WRDE-LD,38.704,-75.19991,,https://publicfiles.fcc.gov/api/manager/download/entity/logo/168021/tv
KFNR,41.77107,-107.23811,,https://publicfiles.fcc.gov/api/manager/download/entity/logo/21612/tv
KFNE,43.45718,-108.20121,,https://publicfiles.fcc.gov/api/manager/download/entity/logo/21613/tv
KFQX,39.06609,-108.74677,,https://publicfiles.fcc.gov/api/manager/download/entity/logo/31597/tv
KKTV,38.74499,-104.86247,,https://publicfiles.fcc.gov/api/manager/download/entity/logo/35037/tv
KOBF,36.69528,-108.22119,,https://publicfiles.fcc.gov/api/manager/download/entity/logo/35321/tv
KLWY,41.04859,-104.89164,,https://publicfiles.fcc.gov/api/manager/download/entity/logo/40250/tv
KUBD,55.34938,-131.67169,,https://publicfiles.fcc.gov/api/manager/download/entity/logo/60520/tv
KOBR,33.37538,-103.77051,,https://publicfiles.fcc.gov/api/manager/download/entity/logo/62272/tv
KFNB,42.74052,-106.36003,,https://publicfiles.fcc.gov/api/manager/download/entity/logo/74256/tv
KNPL-LD,41.085,-100.7582,,https://publicfiles.fcc.gov/api/manager/download/entity/logo/7891/tv
WHDF,35.00258,-87.13585,http://www.lbgtv.com/category/233177/valleys-cw,https://publicfiles.fcc.gov/api/manager/download/entity/logo/65128/tv